AGEPH,CODPOSS,duree,lnexpo,nbrtotc,nbrtotan,chargtot,agecar,sexp,fuelc,split,usec,fleetc,sportc,coverp,powerc
27,2840,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
39,2840,1,0,1,1,134.0608182,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
65,2845,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
45,2845,0.1123287671,-2.186325287,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
49,2845,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL,<66
29,2845,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
28,2850,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
37,2850,0.4082191781,-0.895951048,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+,<66
67,2850,1,0,1,1,64.625841908,0-1,Male,Petrol,Once,Private,No,No,MTPL+,<66
68,2850,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
43,2850,0.9150684932,-0.088756361,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
27,2850,1,0,0,0,0,2-5,Male,Gasoil,Twice,Private,No,No,MTPL+,<66
40,2850,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
23,2850,1,0,0,0,0,>10,Male,Gasoil,Once,Private,No,No,MTPL,<66
64,2850,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
33,2850,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,<66
38,2850,1,0,0,0,0,6-10,Male,Gasoil,Twice,Private,No,No,MTPL,<66
45,2870,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL,<66
65,2870,0.3068493151,-1.181398482,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
24,2870,0.8109589041,-0.209537899,0,0,0,>10,Male,Petrol,Thrice,Private,No,No,MTPL,<66
57,2880,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,Yes,MTPL+,66-110
47,2880,1,0,1,1,256.81769167,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
70,2880,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
36,2880,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
60,2880,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
35,2880,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+,<66
33,2880,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
32,2880,1,0,1,1,1425.2638207,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
34,2880,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
40,2880,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,<66
27,2880,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
29,2880,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
31,2880,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL+,<66
46,2880,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
44,2880,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
45,2890,1,0,0,0,0,6-10,Male,Petrol,Thrice,Private,No,No,MTPL,<66
24,2890,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
46,2890,1,0,1,1,134.0608182,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
40,2900,0.7534246575,-0.283126256,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
55,2900,1,0,0,0,0,0-1,Male,Petrol,Once,Private,No,No,MTPL,<66
32,2900,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
41,2900,1,0,0,0,0,0-1,Male,Petrol,Once,Private,No,No,MTPL+++,<66
59,2900,0.7479452055,-0.290425558,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL+++,<66
40,2910,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,<66
46,2910,1,0,0,0,0,6-10,Male,Gasoil,Monthly,Private,No,No,MTPL,<66
46,2910,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
53,2910,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL+++,<66
50,2910,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
57,2920,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
40,2920,1,0,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
63,2920,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
40,2930,0.8,-0.223143551,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+++,<66
37,2930,1,0,2,2,4158.3147207,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+,<66
75,2930,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,<66
53,2930,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
67,2930,1,0,1,1,478.43450281,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
48,2930,0.8383561644,-0.176312252,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
37,2930,0.1753424658,-1.74101427,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
53,2930,0.5178082192,-0.658150339,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
49,2940,1,0,0,0,0,>10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
45,2940,0.0849315068,-2.465910149,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL,<66
46,2940,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL+,<66
49,2940,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,Yes,MTPL,66-110
51,2950,1,0,1,1,71.219809667,2-5,Male,Gasoil,Monthly,Private,No,No,MTPL+++,<66
29,2950,0.3890410959,-0.944070296,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL,<66
41,2950,1,0,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
46,2950,1,0,1,1,7796.6231944,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
46,2950,1,0,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
23,2950,0.6438356164,-0.440311839,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
29,2950,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
71,2950,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
42,2960,1,0,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+,<66
75,2960,1,0,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+,<66
43,2960,1,0,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+++,<66
57,2960,0.4465753425,-0.806147153,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
33,2960,1,0,1,1,1426.3793415,2-5,Male,Gasoil,Thrice,Private,No,No,MTPL+++,<66
27,2960,1,0,0,0,0,6-10,Male,Petrol,Once,Professional,No,No,MTPL,66-110
28,2970,1,0,1,1,1825.2400229,0-1,Male,Petrol,Once,Professional,No,No,MTPL,<66
33,2980,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
37,2980,0.0684931507,-2.681021529,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
37,2980,0.1835616438,-1.695204734,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL+,<66
24,2980,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,<66
31,3000,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
41,3000,0.901369863,-0.103839603,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+++,<66
24,3000,1,0,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+++,<66
39,3000,1,0,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+++,<66
46,3000,0.0438356164,-3.127308631,0,0,0,2-5,Male,Gasoil,Monthly,Private,No,No,MTPL,<66
38,3000,0.8630136986,-0.147324715,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
39,3000,0.0356164384,-3.334947996,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,<66
62,3000,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
43,3000,0.9150684932,-0.088756361,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL,<66
27,3000,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL,<66
45,3000,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+,<66
51,3000,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
49,3000,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL+,<66
48,3000,0.8547945205,-0.156894166,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
36,3000,0.3287671233,-1.112405611,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
76,3000,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
63,3000,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+,<66
60,3000,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,<66
40,3000,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
65,3000,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
29,3000,1,0,1,1,3262.278786,2-5,Male,Petrol,Twice,Private,No,No,MTPL+,<66
65,3000,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
41,3000,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
83,3000,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,<66
26,3000,1,0,0,0,0,2-5,Male,Petrol,Thrice,Professional,No,No,MTPL+++,<66
38,3020,0.7123287671,-0.339215723,1,1.4038461538,66.782515574,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
43,3020,0.6547945205,-0.423433802,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+++,<66
39,3020,0.002739726,-5.899897354,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+++,<66
54,3020,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
28,3020,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
29,3020,1,0,0,0,0,6-10,Male,Petrol,Thrice,Private,No,No,MTPL+,<66
23,3020,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
33,3040,1,0,1,1,71.517281897,2-5,Male,Gasoil,Monthly,Private,No,No,MTPL+++,<66
25,3040,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,<66
31,3040,0.202739726,-1.59583226,0,0,0,>10,Male,Petrol,Thrice,Private,No,No,MTPL,<66
46,3050,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
43,3060,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,<66
45,3060,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL+,<66
33,3060,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
64,3070,1,0,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+++,<66
66,3070,1,0,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+++,<66
24,3070,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL+,<66
49,3070,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
47,3070,1,0,1,1,2039.6183431,0-1,Male,Petrol,Once,Private,No,No,MTPL+++,<66
31,3070,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
37,3080,1,0,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
57,3080,0.5780821918,-0.54803922,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
79,3080,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,<66
57,3090,1,0,1,1,2595.4947831,6-10,Male,Petrol,Monthly,Private,No,No,MTPL+++,<66
53,3090,1,0,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
49,3090,1,0,0,0,0,2-5,Male,Gasoil,Monthly,Private,No,No,MTPL+++,<66
25,3090,0.7479452055,-0.290425558,1,1.336996337,66.608990107,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
23,3090,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,Yes,MTPL,66-110
46,3110,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
60,3120,0.1671232877,-1.789023489,0,0,0,6-10,Male,Gasoil,Once,Private,No,No,MTPL,<66
44,3120,0.3150684932,-1.154965225,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
49,3120,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
44,3120,0.5917808219,-0.524618946,1,1.6898148148,1426.3793415,2-5,Male,Gasoil,Twice,Private,No,No,MTPL,<66
54,3120,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,<66
29,3140,1,0,0,0,0,6-10,Male,Gasoil,Once,Private,No,No,MTPL+,<66
57,3140,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
72,3140,0.4712328767,-0.752402877,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
42,3150,0.8931506849,-0.112999972,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
40,3150,1,0,0,0,0,6-10,Male,Petrol,Once,Private,Yes,No,MTPL,<66
36,3190,0.6547945205,-0.423433802,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+++,<66
59,3190,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
28,3190,1,0,0,0,0,6-10,Male,Petrol,Once,Private,Yes,No,MTPL,66-110
31,3190,0.0849315068,-2.465910149,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
36,3200,1,0,1,1,68.666506362,6-10,Male,Petrol,Once,Professional,No,No,MTPL,<66
35,3200,1,0,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+,<66
75,3200,1,0,1,1,914.70231706,2-5,Male,Petrol,Once,Private,No,No,MTPL+,<66
51,3200,1,0,0,0,0,6-10,Male,Petrol,Once,Professional,No,No,MTPL,<66
66,3200,0.4794520548,-0.73511138,1,2.0857142857,22144.155043,>10,Male,Gasoil,Once,Private,No,No,MTPL,<66
37,3200,1,0,1,1,145.01771199,6-10,Male,Petrol,Once,Private,No,No,MTPL+,<66
73,3200,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
48,3210,0.1342465753,-2.008077055,0,0,0,0-1,Male,Petrol,Monthly,Private,No,No,MTPL,<66
80,3220,1,0,0,0,0,6-10,Male,Petrol,Once,Private,Yes,No,MTPL+,<66
46,3270,1,0,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
70,3270,1,0,0,0,0,2-5,Male,Gasoil,Twice,Private,No,No,MTPL,<66
46,3270,1,0,0,0,0,6-10,Male,Gasoil,Once,Private,No,No,MTPL,<66
46,3290,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
30,3290,1,0,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL,<66
72,3290,0.8794520548,-0.12845623,1,1.1370716511,1426.3793415,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
63,3300,1,0,1,1,67.079987804,>10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
80,3300,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+,<66
62,3300,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL+,<66
34,3300,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
38,3300,0.3698630137,-0.994622575,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL+++,<66
64,3300,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
34,3350,0.7506849315,-0.286769247,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL+,<66
70,3350,0.5726027397,-0.557563102,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
40,3350,0.9753424658,-0.024966623,0,0,0,>10,Male,Gasoil,Once,Private,No,No,MTPL,<66
33,3370,0.6301369863,-0.461818045,0,0,0,2-5,Male,Gasoil,Monthly,Private,No,No,MTPL,<66
45,3370,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
45,3370,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
43,3370,0.6630136986,-0.410959627,0,0,0,>10,Male,Petrol,Twice,Professional,No,No,MTPL,<66
76,3380,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
30,3390,0.1315068493,-2.028696343,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
28,3400,0.7835616438,-0.243905543,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+,<66
40,3400,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL+,<66
48,3400,1,0,1,1,1426.3793415,6-10,Male,Gasoil,Once,Private,No,No,MTPL,<66
53,3400,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL+,<66
45,3400,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,<66
47,3440,1,0,0,0,0,6-10,Male,Gasoil,Monthly,Private,No,No,MTPL,<66
41,3440,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
57,3440,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
64,3450,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
45,3450,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+,<66
45,3450,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
42,3450,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
43,3470,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
41,3470,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,<66
35,3500,1,0,1,1,458.60302083,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,<66
40,3500,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
46,3500,1,0,0,0,0,>10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
49,3500,0.802739726,-0.219724745,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL+++,<66
59,3500,1,0,0,0,0,2-5,Male,Petrol,Once,Private,Yes,No,MTPL+++,<66
50,3500,0.5808219178,-0.543311079,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
51,3500,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL+,<66
44,3500,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
51,3500,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL+,<66
66,3500,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
54,3500,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,<66
33,3530,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,<66
32,3540,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
35,3545,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
83,3545,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
28,3545,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
28,3545,1,0,0,0,0,6-10,Male,Petrol,Thrice,Private,No,No,MTPL,<66
41,3550,0.7945205479,-0.230016431,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
83,3560,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
28,3560,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
49,3560,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
52,3560,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
53,3580,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
47,3590,0.6273972603,-0.46617535,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL+,<66
50,3590,1,0,0,0,0,6-10,Male,Gasoil,Twice,Private,No,No,MTPL,<66
32,3590,1,0,0,0,0,6-10,Male,Gasoil,Twice,Private,No,No,MTPL,<66
44,3600,0.8082191781,-0.212921997,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL,<66
71,3600,0.6410958904,-0.444576238,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL+,<66
58,3600,0.7123287671,-0.339215723,0,0,0,>10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
34,3600,1,0,0,0,0,>10,Male,Gasoil,Once,Private,No,No,MTPL,<66
43,3600,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
28,3600,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL+++,<66
47,3600,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,<66
46,3600,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+++,<66
53,3600,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL+,<66
64,3600,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
34,3600,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
47,3620,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,<66
51,3620,1,0,1,1,1487.3611486,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+++,<66
31,3620,1,0,1,1,1301.2922689,2-5,Male,Gasoil,Once,Private,No,No,MTPL+,<66
38,3630,0.1506849315,-1.892564168,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+,<66
57,3630,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,<66
68,3630,1,0,0,0,0,6-10,Male,Gasoil,Twice,Private,No,No,MTPL+,<66
35,3630,1,0,0,0,0,0-1,Male,Gasoil,Twice,Professional,No,No,MTPL+++,<66
80,3630,0.4136986301,-0.882617517,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
56,3630,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
34,3630,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL,<66
28,3630,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
25,3630,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,Yes,MTPL,66-110
35,3640,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL+,<66
34,3660,1,0,0,0,0,6-10,Male,Gasoil,Twice,Private,No,No,MTPL,<66
49,3670,1,0,0,0,0,6-10,Male,Gasoil,Once,Private,No,No,MTPL,<66
38,3680,0.0904109589,-2.403389792,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
27,3680,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+++,<66
29,3680,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
47,3690,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
51,3700,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL+,<66
77,3700,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
49,3700,0.1589041096,-1.839454343,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
35,3700,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL+++,<66
28,3700,1,0,0,0,0,0-1,Male,Gasoil,Twice,Private,No,No,MTPL+,<66
25,3720,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,66-110
23,3740,0.3726027397,-0.987242468,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
41,3740,0.9780821918,-0.022161572,0,0,0,>10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
25,3740,0.1287671233,-2.049749752,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+,<66
70,3740,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+,<66
57,3740,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
50,3770,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,<66
41,3770,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
58,3770,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,<66
51,3790,0.1726027397,-1.756762627,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
43,3800,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
31,3800,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
28,3800,1,0,0,0,0,6-10,Male,Petrol,Thrice,Private,No,Yes,MTPL,66-110
49,3830,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
55,3850,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
69,3890,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+,<66
60,3890,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
60,3890,0.9150684932,-0.088756361,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
48,3910,1,0,0,0,0,>10,Male,Gasoil,Once,Private,No,No,MTPL,<66
42,3910,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
52,3920,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
50,3920,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
55,3920,1,0,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+++,<66
41,3920,0.9150684932,-0.088756361,0,0,0,2-5,Male,Petrol,Monthly,Private,No,No,MTPL+++,<66
35,3920,0.3589041096,-1.02470003,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,<66
41,3920,0.8904109589,-0.116072171,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
45,3920,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
45,3930,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
